seconds,level,variables,used,original,conflicts,learned,limit,agility,MB
0.3,33.6,1730,99.6,328,7809,2775,4171,9.4,18.4
0.4,29.4,1574,99.6,309,10818,2686,4588,12.2,18.4
0.2,25.4,1714,99.1,324,6272,3499,3448,9.2,18.6
1.5,29.7,1563,99.9,320,33375,6220,8124,9.0,19.0
0.2,27.9,1777,98.0,332,7279,2655,3792,11.7,18.4
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
2.9,28.2,1482,99.7,308,55036,6160,10811,12.2,18.8
1.3,33.6,1481,99.6,304,25362,6303,7386,14.1,19.3
0.2,30.4,1572,98.3,319,5669,2437,3448,10.1,18.4
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.4,35.0,1666,99.9,328,8221,3263,4171,10.8,18.6
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.1,29.7,1486,98.6,313,1255,1164,1771,10.6,18.1
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.7,32.6,1735,99.3,333,19872,4025,6105,9.0,18.6
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.8,30.3,1528,99.3,315,14687,5534,5550,11.1,19.0
0.3,31.4,1827,99.7,331,5487,2258,3448,11.3,18.5
0.1,36.0,1729,98.8,323,4025,2735,2850,10.4,18.4
0.5,31.4,1671,99.5,323,9225,3936,4171,8.8,18.8
1.0,31.5,1643,99.9,326,21190,5561,6715,10.4,19.0
2.6,32.9,1494,99.9,309,46304,5951,9829,10.9,18.9
0.4,30.5,1441,98.4,299,9443,3975,4588,9.2,18.7
0.6,31.2,1778,99.7,333,17315,5611,6105,10.3,19.0
1.1,34.2,1504,99.7,311,18861,6104,6105,12.2,19.2
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
1.0,33.7,1733,99.8,329,18068,5776,6105,10.1,19.4
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
3.0,35.4,1692,100.0,321,51019,6285,9829,10.3,18.9
1.5,33.3,1713,99.8,325,38551,8568,8936,13.4,19.6
0.5,27.1,1647,99.6,324,7996,2891,4171,10.9,18.6
0.4,29.9,1063,99.9,243,6395,2652,3792,13.4,18.6
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.3,26.4,1403,99.4,298,6320,2774,3448,10.4,18.4
0.5,27.6,1597,99.1,318,9948,2838,4588,10.5,18.4
0.3,30.7,1544,99.4,324,7529,3004,3792,11.0,18.4
0.6,36.9,1162,100.0,264,12329,4220,5046,11.1,18.9
0.7,25.6,1651,99.8,317,14250,4385,5550,12.1,18.7
0.7,31.2,1395,99.8,302,19477,5779,6105,12.4,19.2
0.3,27.0,1476,99.6,311,7433,2345,3792,10.3,18.3
1.3,33.7,1526,99.9,317,30002,6859,7386,11.5,19.1
0.4,30.6,1765,98.4,335,12676,3411,5046,9.8,18.5
7.0,33.9,1622,100.0,316,158e3,16518,17409,11.9,21.1
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
3.1,35.9,1757,99.8,331,68912,10022,11892,11.9,19.9
1.6,33.8,1376,100.0,299,35330,7184,8124,10.9,18.9
0.6,29.6,1019,99.8,317,18885,3972,6105,12.4,18.6
0.2,21.9,1641,97.2,327,2757,1461,2591,10.1,18.0
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
1.1,32.0,1384,100.0,294,22168,4599,6715,13.4,18.8
1.2,34.5,1671,99.9,320,23565,4199,6715,11.3,18.8
0.4,28.6,1232,99.6,279,8098,3461,4171,12.1,18.8
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.2,23.0,1418,99.4,317,3977,2529,2850,10.9,18.4
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.5,27.6,1600,99.7,320,10538,3300,4588,11.3,18.6
1.6,32.4,1493,99.6,309,35389,6931,8124,10.7,19.0
3.3,37.5,1457,99.9,300,64711,6791,10811,11.1,19.0
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.2,24.2,1151,99.6,264,5111,1285,3135,11.1,18.2
1.5,33.8,1490,99.9,307,37797,5965,8936,12.5,19.0
0.4,32.7,1434,100.0,316,9360,2434,4171,11.1,18.4
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.8,27.4,1684,99.3,327,20726,3456,6715,12.2,18.5
2.5,36.7,1668,100.0,325,48213,9122,9829,13.1,19.7
0.8,34.6,1247,99.9,284,17450,3779,6105,12.6,18.5
0.6,34.7,1520,99.8,302,15354,5476,5550,11.3,19.1
0.7,29.3,1533,99.0,315,21924,5600,6715,11.3,19.0
11.9,36.0,1633,99.9,325,213e3,18168,21063,11.8,21.9
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.8,35.2,1619,99.9,320,21890,5446,6715,10.8,19.0
0.2,25.2,1420,98.2,285,5231,1752,3448,10.7,18.2
0.5,33.4,1404,99.9,313,11415,4297,4588,10.6,18.8
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
3.1,37.0,1861,99.3,342,100e3,13985,14389,10.7,20.5
0.5,29.7,1465,99.9,302,11523,3618,4588,12.0,18.7
0.3,30.6,1795,97.8,331,7770,3358,4171,10.9,18.5
1.1,25.2,1400,99.8,305,22389,3456,6715,10.1,18.4
0.5,25.3,850,99.8,280,12143,2369,5046,13.8,18.4
3.5,30.8,1791,100.0,330,74416,7143,11892,10.3,19.1
0.8,28.7,1623,99.1,330,20851,5763,6715,9.9,18.9
0.7,31.6,1438,99.9,303,20148,5633,6105,11.7,19.0
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
1.2,32.6,1427,99.8,303,25691,5903,7386,10.9,18.9
0.4,28.5,1585,98.9,312,10941,3955,4588,8.4,18.6
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.2,30.7,1641,98.4,321,6018,3155,3448,10.3,18.5
0.8,29.1,1496,99.9,316,20886,5546,6715,11.7,19.0
2.9,36.8,1480,100.0,302,50561,9037,9829,12.2,19.8
0.1,34.5,1080,99.6,257,2687,978,2356,11.1,18.2
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
6.1,29.7,1777,99.8,331,117e3,10742,15827,9.8,19.7
1.3,30.4,1523,99.7,314,29013,4483,7386,11.6,18.6
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.7,25.9,1500,99.7,308,18137,5455,6105,9.8,18.8
0.2,34.2,1736,99.5,334,3278,1955,2591,10.4,18.2
0.9,40.4,1713,99.9,330,20281,5673,6105,9.2,19.3
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.2,27.0,1519,98.9,316,5454,2031,3448,11.5,18.3
0.5,27.0,1074,99.8,317,10716,3284,4588,14.4,18.7
2.9,34.2,1669,99.6,325,77315,9475,11892,11.5,19.5
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.2,26.8,1506,99.6,321,3308,1966,2591,9.1,18.3
1.6,30.0,1392,99.8,285,32808,6218,8124,10.6,19.1
0.9,31.3,1621,100.0,322,27517,4937,7386,10.7,18.7
2.9,32.3,1732,99.8,334,67540,8366,11892,9.6,19.3
0.3,28.0,1419,98.5,325,6542,3678,3792,10.2,18.5
2.8,33.7,1682,100.0,326,48885,9527,9829,11.9,20.1
0.6,33.6,1714,99.6,327,15352,3891,5550,9.9,18.7
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.5,26.6,1734,99.7,328,14908,5413,5550,8.2,18.9
0.2,41.2,1584,99.3,307,3391,1980,2850,10.8,18.2
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
3.0,34.6,1569,99.9,313,66366,9267,11892,10.8,19.5
3.6,31.0,1555,100.0,314,73908,6394,11892,13.6,18.8
1.8,31.9,1838,98.7,339,53431,9051,9829,9.0,19.5
0.7,28.6,1679,99.5,327,24019,5790,6715,11.5,19.0
0.5,29.7,1546,99.6,314,14283,3624,5550,10.6,18.7
0.3,31.1,1006,99.9,268,8092,2747,4171,12.8,18.5
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.3,29.6,1799,98.8,332,6539,1987,3792,10.6,18.3
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.5,36.4,1848,99.2,337,13335,4304,5046,10.7,18.9
0.8,38.3,1546,99.9,316,21232,5160,6715,10.9,19.0
0.9,32.1,1456,99.6,303,27043,6164,7386,10.9,19.0
0.6,34.0,1575,99.4,310,18288,5558,6105,11.2,18.9
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
1.5,38.4,1625,100.0,317,32690,6095,8124,11.8,19.1
0.6,27.0,1698,99.1,329,14854,4899,5550,11.2,18.8
1.8,35.1,1709,99.9,329,38059,8593,8936,14.3,19.9
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.2,29.0,1258,99.8,272,3982,2032,2850,11.3,18.3
0.4,29.9,1542,99.5,315,12511,4359,5046,9.8,18.6
2.4,34.1,1671,99.7,326,50976,6067,9829,12.6,18.9
0.3,31.3,1365,99.6,293,6850,3032,3792,11.7,18.7
0.4,29.9,1568,99.6,319,8908,3814,4171,10.5,18.7
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.8,33.8,1760,99.8,329,22419,4262,6715,10.3,18.5
0.4,27.4,1463,99.8,314,9482,2515,4588,10.3,18.3
0.3,27.6,1596,99.4,317,9524,2857,4588,11.2,18.4
0.2,26.8,1541,98.2,315,5944,2624,3448,11.0,18.4
1.0,33.7,1465,99.9,306,25006,5551,6715,10.6,18.9
1.8,36.6,1785,99.2,331,45961,8958,9829,11.0,19.4
0.9,29.9,1694,99.3,331,24430,5684,6715,10.3,19.0
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
1.4,33.3,1713,99.8,325,38551,8568,8936,13.4,19.6
0.8,27.9,1700,99.5,323,16778,4833,5550,10.0,18.8
0.5,35.1,1275,99.9,265,10046,4359,4588,16.3,19.1
0.3,32.4,1710,99.5,328,9510,4069,4588,10.3,18.7
0.4,32.6,1608,99.1,320,8214,3311,4171,10.9,18.6
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.3,25.3,1488,98.6,305,6149,3052,3448,9.6,18.5
0.4,32.4,1704,99.8,325,11116,4218,4588,12.2,18.8
0.2,23.6,1393,99.5,296,4184,2477,3135,12.1,18.4
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.3,34.0,1634,99.6,326,7415,2818,3792,11.3,18.5
3.8,44.3,1698,100.0,325,63788,8411,10811,12.0,19.7
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.3,25.7,1544,98.6,316,6869,3118,3792,10.4,18.6
0.4,29.6,1186,100.0,262,14188,2628,5550,11.8,18.6
0.3,29.4,1311,99.8,290,6987,2820,3792,12.1,18.5
3.6,38.2,1639,99.9,315,59470,9579,10811,11.9,20.0
1.3,32.3,1567,99.8,319,27499,3889,7386,9.0,18.5
0.1,32.3,1767,98.4,327,2810,1502,2591,8.5,18.1
0.4,28.2,1477,99.4,312,11272,3657,4588,10.7,18.6
1.9,34.9,1655,99.6,318,32016,5348,8124,11.6,19.0
2.2,31.3,1682,99.3,320,50347,9455,9829,9.6,19.6
0.5,30.4,1338,98.1,291,10384,2429,4588,10.1,18.5
0.3,29.9,1565,99.7,317,10173,3535,4588,9.4,18.5
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
1.3,36.4,1783,99.8,329,31489,6257,8124,12.7,19.2
5.2,34.3,1645,99.9,323,106e3,11016,14389,14.0,19.7
0.4,26.4,1696,99.6,325,7291,2464,3792,10.8,18.3
0.2,35.6,1432,99.8,302,3998,2650,2850,11.0,18.5
0.3,32.6,1544,99.4,322,6461,3566,3792,10.6,18.6
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.8,28.8,1450,99.6,310,19340,6123,6105,10.8,19.1
12.0,37.3,1596,99.9,315,257e3,22156,23169,11.5,22.7
2.9,30.8,1730,99.9,329,69426,9416,11892,11.6,19.8
1.3,31.1,1537,99.5,304,28952,4341,7386,10.9,18.5
0.2,21.8,927,99.7,329,5926,3142,3448,12.4,18.5
0.1,25.8,1393,99.3,293,4032,2633,2850,10.2,18.4
0.2,26.0,1683,98.9,326,4945,2187,3135,9.8,18.3
1.9,31.5,1482,99.8,307,33137,5946,8124,10.8,18.8
1.2,32.8,1390,99.9,303,20348,4437,6105,11.1,18.7
2.6,32.2,1700,99.7,325,71778,9384,11892,10.8,19.4
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.4,26.7,1691,99.0,327,11142,4215,4588,10.9,18.9
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.6,30.6,1518,100.0,315,17502,4779,6105,9.4,18.7
1.0,28.3,1530,99.9,320,21523,6032,6715,11.2,19.0
0.2,30.5,1649,99.3,324,4690,1708,3135,9.9,18.2
0.4,27.9,1409,99.1,302,12339,4490,5046,10.6,18.8
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
1.2,32.1,1603,99.9,317,23844,5683,6715,8.6,18.9
0.5,32.8,1350,99.7,288,11243,3715,4588,12.9,18.9
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.6,28.2,1794,99.1,336,15970,4572,5550,10.4,18.9
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.2,22.3,1509,98.9,318,5816,3030,3448,11.8,18.5
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.3,34.3,1683,99.4,329,5864,2694,3448,9.5,18.5
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.7,38.3,1423,100.0,294,17018,3493,6105,12.1,18.8
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.2,29.5,1452,99.9,303,4064,2704,2850,10.8,18.5
0.2,27.3,1387,99.8,312,4256,2631,3135,10.2,18.5
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
1.0,32.0,1384,100.0,294,22168,4599,6715,13.4,18.8
0.4,24.9,1645,99.5,322,10921,4257,4588,10.4,18.7
0.4,30.7,1798,98.9,340,11170,4534,4588,10.1,18.6
0.4,34.8,1639,99.8,321,8321,3525,4171,11.0,18.6
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
1.4,26.9,1674,99.5,324,42152,7743,8936,7.5,19.2
2.3,37.3,1095,100.0,266,59472,3700,10811,11.2,18.6
0.2,29.0,1749,99.3,331,3518,2262,2850,8.5,18.3
1.2,29.8,1710,99.5,330,25174,5373,7386,10.1,19.0
4.4,35.1,1545,99.9,310,100e3,10978,14389,12.7,19.9
0.4,30.3,1430,99.8,300,11603,3898,5046,10.4,18.7
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.4,25.4,1360,100.0,291,11758,4096,5046,11.1,18.6
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.1,26.2,1543,98.8,318,2403,2316,2356,9.4,18.3
0.1,22.1,1346,98.5,292,2213,2058,2142,12.5,18.2
0.6,28.2,1413,99.6,296,18741,3629,6105,13.4,18.5
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
2.5,33.0,1633,100.0,323,56953,10465,10811,10.3,20.2
0.1,31.2,1603,99.5,322,3050,1573,2591,11.7,18.1
0.2,31.1,1071,99.9,255,6957,3130,3792,11.7,18.5
0.4,30.5,1582,99.6,319,11816,2703,5046,9.1,18.3
0.6,31.7,1685,99.8,327,18450,6256,6105,11.6,19.1
2.3,36.3,1077,100.0,245,66738,10214,11892,13.9,20.1
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.2,34.0,1691,99.2,323,4249,2938,3135,8.9,18.6
1.0,33.9,1446,99.8,303,26071,6083,7386,10.7,18.9
0.0,28.2,1787,96.9,333,775,757,1610,9.5,18.0
0.9,36.1,1781,99.5,336,21260,6448,6715,11.4,19.1
1.9,32.3,1754,99.7,328,52034,8920,9829,11.5,19.5
19.7,38.9,1734,99.9,324,296e3,23094,23169,10.6,22.5
0.4,27.6,1600,99.7,320,10538,3300,4588,11.3,18.6
0.1,20.8,1138,99.2,258,2538,509,2356,12.5,18.1
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.4,31.3,1716,99.2,330,8875,3635,4171,10.6,18.8
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
2.3,30.8,1459,99.9,307,56468,8552,10811,11.1,19.4
0.7,32.1,1648,99.5,323,17048,4288,6105,10.6,18.7
0.7,32.1,1648,99.5,323,17048,4288,6105,10.6,18.7
2.3,32.2,1681,100.0,325,51795,8398,9829,10.3,19.5
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.7,31.3,1500,99.6,318,16115,4152,5550,11.5,18.6
2.7,35.3,1419,100.0,298,58169,6614,10811,10.1,19.0
0.5,32.9,1533,99.8,310,11403,4276,4588,10.7,18.7
0.5,28.7,1282,100.0,294,10904,3288,4588,13.5,18.6
0.1,14.9,1752,96.6,326,1508,1420,1948,10.5,18.1
0.5,25.2,1539,99.9,311,14215,2110,5550,9.7,18.3
0.3,36.9,1695,99.5,323,4448,3151,3135,10.9,18.8
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
32.7,40.5,1867,99.9,337,479e3,27982,30836,11.5,24.1
0.9,29.4,1560,99.6,317,18130,6190,6105,10.8,19.0
0.8,34.2,1710,99.9,323,15601,5670,5550,12.5,19.2
1.1,32.5,1569,99.6,320,27216,7451,7386,12.0,19.4
0.7,25.3,1437,99.2,306,17511,5672,6105,12.0,18.9
2.1,31.6,1520,100.0,313,54046,9406,9829,12.0,19.7
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.6,28.6,1474,99.6,316,12219,3180,5046,9.9,18.5
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.3,32.8,1448,99.6,300,5915,2091,3448,9.5,18.3
0.3,30.7,1733,99.6,337,5641,2922,3448,12.3,18.7
4.4,30.2,1579,99.9,316,74074,8010,11892,12.4,19.1
0.7,28.2,1369,99.6,306,21435,4719,6715,12.1,18.8
1.7,30.0,1845,99.5,334,39978,5525,8936,9.3,18.7
2.8,34.6,1569,99.9,313,66366,9267,11892,10.8,19.5
0.2,22.3,1635,99.1,324,4792,1891,3135,11.7,18.3
0.3,32.0,1195,99.7,295,6724,3146,3792,10.7,18.5
0.6,26.7,1447,99.3,306,10907,3491,4588,8.1,18.7
2.0,31.8,895,100.0,252,47165,2328,9829,11.2,18.4
0.0,27.3,1644,96.9,327,871,815,1610,9.9,18.0
0.5,32.9,1596,99.7,313,9212,2074,4171,10.8,18.3
0.4,33.0,1312,99.8,286,12868,4727,5046,11.4,18.7
0.3,32.6,1549,98.6,330,6670,3588,3792,11.5,18.6
1.0,30.9,1625,99.6,320,32028,4434,8124,11.0,18.5
1.3,35.1,1690,99.4,330,34212,7972,8124,11.6,19.5
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.5,33.6,1714,99.6,327,15352,3891,5550,9.9,18.7
0.2,28.7,1685,98.8,326,5532,2764,3448,9.2,18.4
0.2,30.2,1121,99.2,267,3375,1348,2850,10.6,18.2
0.4,31.1,886,99.7,233,11440,1204,4588,11.1,18.3
0.1,34.2,1736,99.5,334,3278,1955,2591,10.4,18.2
0.2,35.5,1437,99.6,297,5800,2408,3448,11.2,18.5
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.2,29.6,1573,99.0,307,5390,2373,3448,11.5,18.4
0.3,25.4,1347,99.4,296,8448,3253,4171,12.4,18.6
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
1.4,28.7,1564,99.9,318,42866,6930,8936,12.3,19.3
2.9,29.0,1797,99.9,341,66922,7643,11892,13.3,19.1
0.3,25.7,1611,99.0,320,8089,2962,4171,8.1,18.5
0.3,29.8,1431,99.4,302,8528,3276,4171,11.0,18.5
0.8,26.5,1848,98.0,334,19354,4503,6105,10.5,18.6
0.1,19.1,1408,97.5,335,722,645,1464,8.0,18.0
1.3,35.0,1076,99.9,267,30917,3164,8124,12.9,18.9
1.4,33.2,1544,99.9,315,29900,5618,7386,10.2,19.0
2.7,30.1,1769,99.9,334,59674,9628,10811,12.4,19.8
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.6,28.9,1623,99.3,324,12705,3107,5046,10.1,18.4
0.5,27.0,1541,99.5,312,10735,3297,4588,9.4,18.5
0.6,31.8,1656,99.8,314,12507,2651,5046,10.4,18.4
1.1,30.9,1471,99.4,310,24368,5366,6715,10.3,18.7
5.0,37.4,1451,100.0,301,109e3,12738,14389,12.7,20.7
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.8,34.6,1378,99.2,296,19239,4999,6105,11.9,18.9
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
2.0,29.5,1587,99.6,317,39009,7508,8936,10.9,19.3
0.2,27.0,1122,99.3,266,4564,928,3135,11.0,18.2
0.8,29.1,1672,99.4,332,21164,6554,6715,9.9,19.0
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.2,26.0,1678,98.0,326,5281,2217,3448,7.7,18.3
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.2,21.8,927,99.7,329,5926,3142,3448,12.4,18.5
0.5,40.0,1870,99.2,342,14474,5442,5550,9.4,18.9
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.2,31.2,1517,99.6,312,4242,2775,3135,10.3,18.6
0.7,29.5,1187,99.8,326,19946,4423,6105,11.6,18.7
0.4,25.9,1606,99.7,318,8901,2129,4171,9.6,18.3
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
3.4,38.3,1744,99.8,327,69870,7982,11892,11.6,19.4
0.4,26.4,1709,99.1,329,10258,3309,4588,10.2,18.6
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.3,26.7,1000,99.1,251,6639,1641,3792,12.4,18.3
3.0,32.2,1560,99.9,312,59616,10189,10811,11.9,20.1
1.2,35.9,1568,99.7,314,29836,7248,7386,13.2,19.4
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.3,32.3,1792,98.7,329,7666,2663,3792,9.5,18.4
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.7,32.6,1668,99.4,329,15882,3949,5550,10.9,18.6
0.1,32.2,1815,98.1,336,2972,1652,2591,10.4,18.1
1.4,31.9,1434,100.0,307,29894,5853,7386,11.5,18.8
2.3,33.9,1660,99.9,321,48316,8754,9829,11.2,19.6
0.9,34.9,1486,99.8,311,15396,4956,5550,10.6,19.1
2.1,32.1,1603,99.4,320,46752,8567,9829,11.4,19.5
0.3,28.8,1622,99.2,315,7498,2520,3792,10.4,18.4
0.3,31.8,1656,100.0,328,7879,3418,4171,10.2,18.6
0.5,31.8,1505,99.4,306,12591,2091,5046,10.9,18.3
0.4,30.8,1152,99.1,304,10731,2513,4588,11.2,18.4
4.4,38.3,1378,100.0,281,97531,8673,14389,12.5,19.4
0.2,31.0,1671,98.5,324,4355,2818,3135,10.1,18.5
0.6,35.4,1754,99.8,331,16571,4014,5550,8.0,18.6
1.7,29.0,1097,99.6,311,39364,5072,8936,12.9,18.7
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.5,43.0,1579,99.9,327,6240,3368,3448,10.7,19.1
0.5,27.8,1352,99.9,293,11279,2925,4588,13.6,18.4
0.1,31.2,1229,98.6,303,2553,2211,2356,9.4,18.4
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.4,29.8,1661,99.1,323,11189,4443,4588,10.2,19.0
0.4,33.3,1660,99.1,319,10127,2732,4588,11.1,18.4
0.7,27.7,1431,99.9,293,16594,3960,5550,13.3,18.6
1.1,33.0,1223,100.0,278,25192,5301,7386,11.8,18.8
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
0.0,0.0,0,100.0,625,0,0,0,0.0,18.0
1.0,32.1,1687,99.7,322,25545,6162,7386,10.7,19.1
